Store,Date,Weekly_Sales,Promotion
32,2015-03-19,1186896.4640445174,FALSE
33,2015-03-19,316088.27051548584,TRUE
34,2015-03-19,999069.5461241966,FALSE
35,2015-03-19,1251578.0688955942,TRUE
36,2015-03-19,480290.3013953068,TRUE
37,2015-03-19,515197.5623633974,FALSE
38,2015-03-19,372969.94554837834,FALSE
39,2015-03-19,1457708.3245687087,FALSE
40,2015-03-19,1002199.2078087399,FALSE
41,2015-03-19,1127333.250602194,FALSE
42,2015-03-19,582274.7838681352,FALSE
43,2015-03-19,748233.0328555765,TRUE
44,2015-03-19,301964.0605642718,FALSE
45,2015-03-19,866634.6542490396,FALSE
1,2015-03-26,1572883.1515166494,FALSE
2,2015-03-26,1960123.896513354,FALSE
3,2015-03-26,403123.09935957316,FALSE
4,2015-03-26,1973945.676731203,FALSE
5,2015-03-26,306061.6788265448,FALSE
6,2015-03-26,1648595.2548434068,FALSE
7,2015-03-26,576470.6730209845,FALSE
8,2015-03-26,865200.7112861131,FALSE
9,2015-03-26,543113.0900500595,FALSE
10,2015-03-26,2120650.7072876045,FALSE
11,2015-03-26,1395029.683932699,FALSE
12,2015-03-26,1099354.9388433483,FALSE
13,2015-03-26,2107842.48777555,FALSE
14,2015-03-26,2296329.4224147424,FALSE
15,2015-03-26,663131.8324807684,FALSE
16,2015-03-26,541131.505569883,FALSE
17,2015-03-26,888225.106642286,FALSE
18,2015-03-26,1223767.614374331,FALSE
19,2015-03-26,1598186.6445312998,FALSE
20,2015-03-26,2122006.388549422,FALSE
21,2015-03-26,768838.9310979615,FALSE
22,2015-03-26,1133467.666593995,FALSE
23,2015-03-26,1467912.8865914114,FALSE
24,2015-03-26,1409238.7408569532,FALSE
25,2015-03-26,780251.2409523224,FALSE
26,2015-03-26,1000796.7016796734,FALSE
27,2015-03-26,2057018.1429747655,FALSE
28,2015-03-26,1394631.5437674965,FALSE
29,2015-03-26,619312.7274885356,FALSE
30,2015-03-26,495527.5454966847,FALSE
31,2015-03-26,1377123.3776003441,FALSE
32,2015-03-26,1205084.133959724,FALSE
33,2015-03-26,294426.3432830181,FALSE
34,2015-03-26,986382.2917858228,FALSE
35,2015-03-26,1208308.2965363623,TRUE
36,2015-03-26,452948.5659231028,TRUE
37,2015-03-26,577642.549039727,FALSE
38,2015-03-26,376142.34430381935,FALSE
39,2015-03-26,1383237.108222662,FALSE
40,2015-03-26,978108.4015796955,FALSE
41,2015-03-26,1136963.3932416835,FALSE
42,2015-03-26,535357.6108174078,FALSE
43,2015-03-26,697834.9164206788,FALSE
44,2015-03-26,309417.614038451,FALSE
45,2015-03-26,876427.3231916914,FALSE
1,2015-04-02,1786275.4838030578,FALSE
2,2015-04-02,2314014.965345227,TRUE
3,2015-04-02,474066.1106759597,TRUE
4,2015-04-02,2216646.3441165164,FALSE
5,2015-04-02,371156.22950522637,FALSE
6,2015-04-02,1982675.1938386224,TRUE
7,2015-04-02,628451.2482199549,FALSE
8,2015-04-02,1024189.9954578322,FALSE
9,2015-04-02,610600.6591118444,FALSE
10,2015-04-02,2395170.882268651,TRUE
11,2015-04-02,1619674.801220778,TRUE
12,2015-04-02,1133184.5222998557,FALSE
13,2015-04-02,2399460.4589678175,TRUE
14,2015-04-02,2794966.9297773885,TRUE
15,2015-04-02,804647.1087836158,TRUE
16,2015-04-02,549336.765595072,FALSE
17,2015-04-02,950296.3679371019,FALSE
18,2015-04-02,1404530.8089996672,TRUE
19,2015-04-02,1840035.0343759127,TRUE
20,2015-04-02,2693908.439572894,TRUE
21,2015-04-02,844061.7643994812,FALSE
22,2015-04-02,1318556.220135877,TRUE
23,2015-04-02,1743336.0837851285,TRUE
24,2015-04-02,1655637.3296168912,TRUE
25,2015-04-02,921138.8445249649,TRUE
26,2015-04-02,1153373.644505452,FALSE
27,2015-04-02,2300312.7279719175,TRUE
28,2015-04-02,1614466.0975112594,TRUE
29,2015-04-02,671551.3042342225,TRUE
30,2015-04-02,512804.59997750446,FALSE
31,2015-04-02,1520437.0155112804,FALSE
32,2015-04-02,1267477.7487953284,FALSE
33,2015-04-02,307575.3394180482,TRUE
34,2015-04-02,1096905.452873383,FALSE
35,2015-04-02,1332236.8761843387,TRUE
36,2015-04-02,488265.23369510734,TRUE
37,2015-04-02,604982.3246095707,FALSE
38,2015-04-02,413180.51191306097,FALSE
39,2015-04-02,1639534.0550599638,FALSE
40,2015-04-02,1166088.2926791022,TRUE
41,2015-04-02,1309020.3432001993,FALSE
42,2015-04-02,566588.0725585978,FALSE
43,2015-04-02,728078.8641086471,FALSE
44,2015-04-02,320525.23187215085,FALSE
45,2015-04-02,982455.3306216471,TRUE
1,2015-04-09,1730782.528386057,FALSE
2,2015-04-09,2189142.855102652,FALSE
3,2015-04-09,465751.5104979474,FALSE
4,2015-04-09,2036565.5874930543,FALSE
5,2015-04-09,367364.64719666156,FALSE
6,2015-04-09,1867150.6195146164,TRUE
7,2015-04-09,542347.8209747162,FALSE
8,2015-04-09,1025906.8811249409,FALSE
9,2015-04-09,592880.8906864267,FALSE
10,2015-04-09,2285883.8148006005,TRUE
11,2015-04-09,1646663.2838915524,TRUE
12,2015-04-09,1166129.4394292275,FALSE
13,2015-04-09,2126013.974496981,FALSE
14,2015-04-09,2529709.0069636307,TRUE
15,2015-04-09,710723.0551512673,FALSE
16,2015-04-09,474950.4074215075,FALSE
17,2015-04-09,862612.4082318246,FALSE
18,2015-04-09,1315315.7287727164,TRUE
19,2015-04-09,1668283.8067867274,FALSE
20,2015-04-09,2248619.7880433523,FALSE
21,2015-04-09,841281.2565205737,FALSE
22,2015-04-09,1157093.9535647524,FALSE
23,2015-04-09,1416096.316021955,FALSE
24,2015-04-09,1545052.21321586,FALSE
25,2015-04-09,798125.9648580704,FALSE
26,2015-04-09,1144912.0292515291,FALSE
27,2015-04-09,2190402.7027387694,TRUE
28,2015-04-09,1548165.1877317352,FALSE
29,2015-04-09,638297.8984733318,TRUE
30,2015-04-09,509351.69999625016,FALSE
31,2015-04-09,1563117.428431592,FALSE
32,2015-04-09,1227334.7822629148,FALSE
33,2015-04-09,364207.0317047386,TRUE
34,2015-04-09,1064713.2614442483,FALSE
35,2015-04-09,1341709.9242500647,TRUE
36,2015-04-09,507353.66353568883,TRUE
37,2015-04-09,574898.2153586706,FALSE
38,2015-04-09,382607.0542408287,FALSE
39,2015-04-09,1486205.4616803862,FALSE
40,2015-04-09,1030168.5712133803,FALSE
41,2015-04-09,1211956.8171720637,FALSE
42,2015-04-09,652426.0282292665,FALSE
43,2015-04-09,776186.6722435659,TRUE
44,2015-04-09,288230.2967615656,FALSE
45,2015-04-09,933790.1038565605,TRUE
1,2015-04-16,1641903.4762186485,FALSE
2,2015-04-16,2099848.281235966,FALSE
3,2015-04-16,397572.64467561996,FALSE
4,2015-04-16,2073598.7489516954,FALSE
5,2015-04-16,343664.61189994484,FALSE
6,2015-04-16,1702143.124761902,FALSE
7,2015-04-16,454952.9076695434,FALSE
8,2015-04-16,988817.912846519,FALSE
9,2015-04-16,544028.9356238879,FALSE
10,2015-04-16,2045288.519328543,FALSE
11,2015-04-16,1481958.7228470957,FALSE
12,2015-04-16,1072903.7718042452,FALSE
13,2015-04-16,2037918.166509421,FALSE
14,2015-04-16,2376284.859944404,FALSE
15,2015-04-16,718117.9123496145,FALSE
16,2015-04-16,488645.5555479938,FALSE
17,2015-04-16,848625.1338586678,FALSE
18,2015-04-16,1271783.5758849229,FALSE
19,2015-04-16,1635515.7512463538,FALSE
20,2015-04-16,2223967.945764355,FALSE
21,2015-04-16,801909.74115552,FALSE
22,2015-04-16,1121029.0622682185,FALSE
23,2015-04-16,1443410.6576588824,FALSE
24,2015-04-16,1420387.9646179026,FALSE
25,2015-04-16,801109.0818432699,FALSE
26,2015-04-16,1014163.6613560586,FALSE
27,2015-04-16,2080297.4376322043,FALSE
28,2015-04-16,1420358.7788718967,FALSE
29,2015-04-16,570164.5359840906,FALSE
30,2015-04-16,527554.377163816,TRUE
31,2015-04-16,1531465.7780734417,FALSE
32,2015-04-16,1212634.4506132943,FALSE
33,2015-04-16,344696.02451638156,TRUE
34,2015-04-16,1034094.367635582,FALSE
35,2015-04-16,1214565.548008668,TRUE
36,2015-04-16,541716.5196252845,TRUE
37,2015-04-16,587460.9431007886,FALSE
38,2015-04-16,378231.46582664776,FALSE
39,2015-04-16,1391950.632526821,FALSE
40,2015-04-16,988504.1492777901,FALSE
41,2015-04-16,1168537.2298764067,FALSE
42,2015-04-16,615440.878778733,FALSE
43,2015-04-16,756278.387247045,TRUE
44,2015-04-16,313638.9637365934,FALSE
45,2015-04-16,876044.9518409082,FALSE
1,2015-04-23,1558129.230536776,FALSE
2,2015-04-23,2040528.1852818623,FALSE
3,2015-04-23,380754.8793136456,FALSE
4,2015-04-23,2018898.6692347138,FALSE
5,2015-04-23,323484.38205134374,FALSE
6,2015-04-23,1725202.3615823209,FALSE
7,2015-04-23,453298.8172740604,FALSE
8,2015-04-23,952445.6416632299,FALSE
9,2015-04-23,547298.3327470033,FALSE
10,2015-04-23,2048962.373102182,FALSE
11,2015-04-23,1437746.909419059,FALSE
12,2015-04-23,1113038.0027718528,FALSE
13,2015-04-23,2138343.933035342,FALSE
14,2015-04-23,2394603.0033596,TRUE
15,2015-04-23,720233.4309573764,FALSE
16,2015-04-23,414637.99610319576,FALSE
17,2015-04-23,1095071.1746546102,TRUE
18,2015-04-23,1268262.392905434,FALSE
19,2015-04-23,1631527.2491480631,FALSE
20,2015-04-23,2104221.080989074,FALSE
21,2015-04-23,804994.1570941444,FALSE
22,2015-04-23,1085891.7087630227,FALSE
23,2015-04-23,1472752.4790895446,FALSE
24,2015-04-23,1415740.5209471781,FALSE
25,2015-04-23,777836.7756376759,FALSE
26,2015-04-23,987713.3678734361,FALSE
27,2015-04-23,2072126.8958773988,FALSE
28,2015-04-23,1393409.0574700888,FALSE
29,2015-04-23,565941.0247936308,FALSE
30,2015-04-23,517923.11458012066,TRUE
31,2015-04-23,1434050.2535813875,FALSE
32,2015-04-23,1201111.9382490714,FALSE
33,2015-04-23,294839.893880494,FALSE
34,2015-04-23,1019418.7755534701,FALSE
35,2015-04-23,1244064.7999963558,TRUE
36,2015-04-23,486186.5948500463,TRUE
37,2015-04-23,590232.7490132161,FALSE
38,2015-04-23,375317.74058444676,FALSE
39,2015-04-23,1433788.2426344138,FALSE
40,2015-04-23,946306.3651135752,FALSE
41,2015-04-23,1195362.077499255,FALSE
42,2015-04-23,551421.0713578148,FALSE
43,2015-04-23,715596.5819588398,FALSE
44,2015-04-23,311665.9580290342,FALSE
45,2015-04-23,839710.7587606201,FALSE
1,2015-04-30,1596033.2830088201,FALSE
2,2015-04-30,2018643.7587340055,FALSE
3,2015-04-30,404578.0412763605,FALSE
4,2015-04-30,2035244.6804988307,FALSE
5,2015-04-30,334524.9152271093,FALSE
6,2015-04-30,1677766.1951871307,FALSE
7,2015-04-30,418473.4354268642,FALSE
8,2015-04-30,872069.9114719725,FALSE
9,2015-04-30,550702.7951413518,FALSE
10,2015-04-30,2005478.030632539,FALSE
11,2015-04-30,1388469.7451398608,FALSE
12,2015-04-30,1068673.4065552452,FALSE
13,2015-04-30,2000022.5360178053,FALSE
14,2015-04-30,2332121.551299926,FALSE
15,2015-04-30,639254.1964318779,FALSE
16,2015-04-30,429555.64172653185,FALSE
17,2015-04-30,904689.5072084102,FALSE
18,2015-04-30,1187640.5325760427,FALSE
19,2015-04-30,1573595.0440511387,FALSE
20,2015-04-30,2149232.523380691,FALSE
21,2015-04-30,762158.6431007558,FALSE
22,2015-04-30,1094950.4782675388,FALSE
23,2015-04-30,1410473.9945183084,FALSE
24,2015-04-30,1410992.1591040588,FALSE
25,2015-04-30,791715.4602206274,FALSE
26,2015-04-30,1012993.8460346549,FALSE
27,2015-04-30,2022490.4870952696,FALSE
28,2015-04-30,1329341.3164371576,FALSE
29,2015-04-30,561107.1328115057,FALSE
30,2015-04-30,510851.73086676764,FALSE
31,2015-04-30,1392314.9055792368,FALSE
32,2015-04-30,1194748.2248805515,FALSE
33,2015-04-30,308973.82494741544,TRUE
34,2015-04-30,963064.8742276147,FALSE
35,2015-04-30,1228501.12575728,TRUE
36,2015-04-30,512822.0487082326,TRUE
37,2015-04-30,579964.0365863985,FALSE
38,2015-04-30,378518.35073443473,FALSE
39,2015-04-30,1415426.4661929558,FALSE
40,2015-04-30,914813.3324533087,FALSE
41,2015-04-30,1191575.960518415,FALSE
42,2015-04-30,534903.1262592059,FALSE
43,2015-04-30,706393.7316322328,FALSE
44,2015-04-30,305742.1363457133,FALSE
45,2015-04-30,825696.3033415857,FALSE
1,2015-05-07,1796340.2431905365,FALSE
2,2015-05-07,2287577.551220973,TRUE
3,2015-05-07,447220.4432903233,FALSE
4,2015-05-07,2240589.653693642,FALSE
5,2015-05-07,373526.7034114645,FALSE
6,2015-05-07,1814220.0628424215,FALSE
7,2015-05-07,442886.2256151089,FALSE
8,2015-05-07,1026788.3220127637,FALSE
9,2015-05-07,589234.6883352315,FALSE
10,2015-05-07,2151896.814649351,FALSE
11,2015-05-07,1469736.1333597559,FALSE
12,2015-05-07,1168370.8957629444,FALSE
13,2015-05-07,2246023.981362884,FALSE
14,2015-05-07,2654398.263915706,TRUE
15,2015-05-07,740673.8462438955,TRUE
16,2015-05-07,451580.7892638617,FALSE
17,2015-05-07,945063.4062360834,FALSE
18,2015-05-07,1368857.9317735294,TRUE
19,2015-05-07,1754078.7565998891,TRUE
20,2015-05-07,2393547.4223471996,FALSE
21,2015-05-07,834324.1855123184,FALSE
22,2015-05-07,1179271.32391855,FALSE
23,2015-05-07,1529342.3638590283,FALSE
24,2015-05-07,1578790.9803967099,FALSE
25,2015-05-07,811364.825316183,FALSE
26,2015-05-07,1203357.347985835,TRUE
27,2015-05-07,2172085.6904672217,TRUE
28,2015-05-07,1716754.8800242767,TRUE
29,2015-05-07,636685.31321012,TRUE
30,2015-05-07,512804.46558419976,FALSE
31,2015-05-07,1547535.319910887,FALSE
32,2015-05-07,1269633.2382117992,FALSE
33,2015-05-07,366076.308179946,TRUE
34,2015-05-07,1067861.738191451,FALSE
35,2015-05-07,1323885.9114179604,TRUE
36,2015-05-07,548069.358335565,TRUE
37,2015-05-07,608392.6331126741,FALSE
38,2015-05-07,429674.92698390374,FALSE
39,2015-05-07,1518313.0749230902,FALSE
40,2015-05-07,1130916.36649627,FALSE
41,2015-05-07,1316761.2071609637,FALSE
42,2015-05-07,652755.2470280371,FALSE
43,2015-05-07,774439.8504678332,TRUE
44,2015-05-07,319609.5206916271,FALSE
45,2015-05-07,909608.3357591119,FALSE
1,2015-05-14,1673478.3096037148,FALSE
2,2015-05-14,2106337.7083415994,FALSE
3,2015-05-14,430459.4479001467,FALSE
4,2015-05-14,2100564.306364575,FALSE
5,2015-05-14,332258.0697582444,FALSE
6,2015-05-14,1706861.494499187,FALSE
7,2015-05-14,417373.6502166564,FALSE
8,2015-05-14,978089.6537136886,FALSE
9,2015-05-14,551900.4410762724,FALSE
10,2015-05-14,2024922.3003456655,FALSE
11,2015-05-14,1418740.9858681273,FALSE
12,2015-05-14,1081927.6662461893,FALSE
13,2015-05-14,2117000.786721646,FALSE
14,2015-05-14,2385224.8369669993,TRUE
15,2015-05-14,665678.2608211978,FALSE
16,2015-05-14,449960.9915599638,FALSE
17,2015-05-14,911361.4180229557,FALSE
18,2015-05-14,1223669.507261893,FALSE
19,2015-05-14,1609717.5900753932,FALSE
20,2015-05-14,2277083.5732165775,FALSE
21,2015-05-14,810346.6952380284,FALSE
22,2015-05-14,1090361.2492966377,FALSE
23,2015-05-14,1459348.9980326048,FALSE
24,2015-05-14,1508322.2094543178,FALSE
25,2015-05-14,781803.8756021917,FALSE
26,2015-05-14,1089328.9519242784,FALSE
27,2015-05-14,2063458.8749063262,FALSE
28,2015-05-14,1395337.0638194543,FALSE
29,2015-05-14,581184.8317680553,FALSE
30,2015-05-14,517266.4912921931,TRUE
31,2015-05-14,1441691.3977100572,FALSE
32,2015-05-14,1208772.0430331475,FALSE
33,2015-05-14,370895.85367679334,TRUE
34,2015-05-14,1045943.2653397344,FALSE
35,2015-05-14,1236729.2662425956,TRUE
36,2015-05-14,533915.1898768427,TRUE
37,2015-05-14,565791.4226466048,FALSE
38,2015-05-14,387695.9015214302,FALSE
39,2015-05-14,1374168.9647851423,FALSE
